sample,t_seconds,i_ideal,q_ideal,i_dac,q_dac,rf_ideal,rf_dac,rx_i,rx_q,rx_rf
8332,0.0031248124812481245,-1.0701496547788998,-0.8426479846057096,-1.0703125,-0.84375,0.8299811247263881,0.8310811450086456,-1.78036446151952,-1.4033641719780257,1.382290729241316
8333,0.0031251875187518754,-1.0594808454713722,-0.8407007664034956,-1.0585938,-0.83984375,0.8531250885663407,0.8522576799965887,-1.791426025412281,-1.360027278973031,1.3810392442040174
8334,0.0031255625562556255,-1.0488013872079525,-0.8387462978098486,-1.046875,-0.83984375,0.8752860884705242,0.8763147783938358,-1.7764437744317834,-1.374576376238433,1.4364956977822814
8335,0.003125937593759376,-1.0381114683603623,-0.836784605687364,-1.0390625,-0.8359375,0.8964535661748292,0.8956639235825473,-1.74064022450713,-1.3666066551025282,1.466719077799083
8336,0.0031263126312631264,-1.0274112773550652,-0.8348157170273789,-1.0273438,-0.8359375,0.9166178315023509,0.9177302383671644,-1.7121777299190641,-1.3787968971307425,1.515162089463312
8337,0.0031266876687668765,-1.0167010026700112,-0.832839658949467,-1.015625,-0.83203125,0.9357700669683443,0.9348523138532691,-1.6797602670549647,-1.355513867281295,1.5256871489743478
8338,0.003127062706270627,-1.0059808328313964,-0.8308564587009388,-1.0078125,-0.83203125,0.9539023316847787,0.9553039969810061,-1.6945903106858724,-1.3648878259611876,1.5724515521127118
8339,0.0031274377437743774,-0.9952509564104308,-0.8288661436563391,-0.99609375,-0.828125,0.9710075645630899,0.9704036825138866,-1.6801176737244885,-1.376709176169004,1.616926789055239
8340,0.0031278127812781275,-0.9845115620200936,-0.826868741316938,-0.984375,-0.828125,0.9870795868141756,0.988292267863914,-1.6599477422238962,-1.36692437932676,1.637473946171125
8341,0.003128187818781878,-0.9737628383119037,-0.8248642793102239,-0.97265625,-0.82421875,1.002113103744568,1.0012603133240487,-1.6409721819722896,-1.3632916198313385,1.6625239509754597
8342,0.0031285628562856284,-0.963004973972681,-0.8228527853893909,-0.96484375,-0.82421875,1.0161037058489781,1.0178437869389043,-1.6121474130487847,-1.3496822580214476,1.6738944217362928
8343,0.0031289378937893785,-0.9522381577213114,-0.8208342874328248,-0.953125,-0.8203125,1.0290478691997282,1.0287591672397263,-1.6176234187348295,-1.3499420699017344,1.7050007342161255
8344,0.003129312931293129,-0.941462578305521,-0.8188088134435874,-0.94140625,-0.8203125,1.040942955134135,1.042376688671715,-1.5678368398923697,-1.351831719657506,1.7221849380896463
8345,0.0031296879687968794,-0.9306784244986374,-0.8167763915488958,-0.9296875,-0.81640625,1.0517872092408849,1.0511453308984722,-1.5794853752461688,-1.359626218360583,1.7596144670922476
8346,0.00313006300630063,-0.9198858850963498,-0.8147370499996002,-0.91796875,-0.81640625,1.0615797596483139,1.062565567992559,-1.5074892862517122,-1.3361078116029381,1.740581485252314
8347,0.0031304380438043804,-0.9090851489135333,-0.8126908171696681,-0.91015625,-0.8125,1.0703206146167275,1.0704997248645995,-1.52854284178862,-1.341272725573043,1.77590975963667
8348,0.003130813081308131,-0.8982764047809403,-0.8106377215556432,-0.8984375,-0.8125,1.0780106594378338,1.079807633900841,-1.507777594282543,-1.344829889753568,1.7946666613342248
8349,0.003131188118811881,-0.8874598415420344,-0.8085777917761272,-0.88671875,-0.80859375,1.0846516526454206,1.0843854805450446,-1.5146254581067784,-1.3554600344561492,1.8284660691622816
8350,0.0031315631563156314,-0.8766356480497423,-0.8065110565712452,-0.875,-0.8046875,1.0902462215413038,1.0879199852652284,-1.467562589227596,-1.3201785794506062,1.7976893386801758
8351,0.003131938193819382,-0.8658040131632405,-0.8044375448021116,-0.8671875,-0.8046875,1.0947978570410326,1.095608629169158,-1.4849552279478133,-1.3282913696308927,1.8311017777112153
8352,0.0031323132313231324,-0.8549651257447308,-0.8023572854502938,-0.85546875,-0.80078125,1.0983109078451847,1.097121709510013,-1.425170417986814,-1.3385537836414176,1.8317772014965807
8353,0.0031326882688268824,-0.8441191746562196,-0.8002703076172734,-0.84375,-0.80078125,1.1007905739416584,1.1010715701377585,-1.4297255132386875,-1.3104895134712113,1.8246406408249278
8354,0.003133063306330633,-0.8332663487563059,-0.7981766405239061,-0.83203125,-0.796875,1.1022428994453493,1.1005054526831137,-1.3982614999219631,-1.3221978139571033,1.8345940727891765
8355,0.0031334383438343834,-0.8224068368969569,-0.7960763135098758,-0.82421875,-0.796875,1.1026747647820472,1.1042800877666397,-1.379288648972123,-1.2996176783518523,1.8187005813558967
8356,0.0031338133813381334,-0.8115408279203058,-0.7939693560331519,-0.8125,-0.79296875,1.1020938782239806,1.1017472290791652,-1.3545313247478978,-1.3135267786760616,1.8295580483105955
8357,0.003134188418841884,-0.8006685106554284,-0.7918557976694376,-0.80078125,-0.79296875,1.1005087667846025,1.1015028692395488,-1.3303961569717646,-1.2843473592009245,1.8022972379714228
8358,0.0031345634563456344,-0.7897900739151413,-0.7897356681116214,-0.7890625,-0.7890625,1.097928766481057,1.0969621620307553,-1.3151734220119378,-1.2933633054321543,1.8103768470175727
8359,0.003134938493849385,-0.7789057064927787,-0.7876089971692213,-0.77734375,-0.7890625,1.0943640119731244,1.0946300086229828,-1.3019906595446178,-1.3190959818434758,1.8313739989170421
8360,0.0031353135313531354,-0.7680155971590371,-0.7854758147678381,-0.76953125,-0.78515625,1.0898254255877935,1.0904855020840638,-1.3074645767437114,-1.288119383683269,1.8161893730573526
8361,0.003135688568856886,-0.7571199346586962,-0.7833361509485854,-0.7578125,-0.78515625,1.0843247057392051,1.0861804802317756,-1.297222710428203,-1.3352105681172666,1.852418740994117
8362,0.003136063606360636,-0.7462189077074688,-0.7811900358675365,-0.74609375,-0.78125,1.0778743147542287,1.0778402014942787,-1.2503754791750796,-1.2971524654794142,1.7970240326288422
8363,0.0031364386438643864,-0.7353127049887889,-0.7790374997951617,-0.734375,-0.77734375,1.070487466114162,1.0685952577793119,-1.2382379557101135,-1.269787130989813,1.7709862179822329
8364,0.003136813681368137,-0.7244015151506134,-0.7768785731157634,-0.72265625,-0.77734375,1.0621781111236952,1.0613411741484395,-1.2317453923573778,-1.2875195917034217,1.7814334644661218
8365,0.003137188718871887,-0.7134855268022312,-0.7747132863269085,-0.71484375,-0.7734375,1.0529609250186194,1.0529827798898752,-1.2096808412722437,-1.2704040819185956,1.7541891995439907
8366,0.0031375637563756374,-0.7025649285110662,-0.77254167003886,-0.703125,-0.7734375,1.0428512925241655,1.0438798109779976,-1.1775968860198354,-1.2593390008639287,1.722928520824419
8367,0.003137938793879388,-0.6916399087994926,-0.7703637549740058,-0.69140625,-0.76953125,1.0318652928763334,1.031123360833433,-1.1598073482643219,-1.258636657597596,1.7075218166395132
8368,0.003138313831383138,-0.6807106561416474,-0.7681795719662844,-0.6796875,-0.76953125,1.0200196843189215,1.020165849909797,-1.1630453316395137,-1.2456455053704871,1.6979900739363125
8369,0.0031386888688868884,-0.6697773589602412,-0.7659891519606096,-0.66796875,-0.765625,1.0073318880893432,1.0057235731739087,-1.1550879904558151,-1.2712852328156696,1.7047886022353336
8370,0.003139063906390639,-0.6588402056233823,-0.7637925260122925,-0.66015625,-0.765625,0.9938199719068329,0.995999745753189,-1.1482677458687478,-1.2605299181506293,1.6872729451885669
8371,0.003139438943894389,-0.6478993844413952,-0.7615897252864611,-0.6484375,-0.76171875,0.9795026329767924,0.9800060299787312,-1.1099102776721788,-1.2481297271143652,1.64315028113534
8372,0.0031398139813981394,-0.6369550836636444,-0.759380781057478,-0.63671875,-0.7578125,0.9643991805255336,0.9632730408238446,-1.0889038837288305,-1.2382206810991498,1.6128671347448271
8373,0.0031401890189018903,-0.6260074914753473,-0.7571657247083532,-0.625,-0.7578125,0.948529517880104,0.9480813886856204,-1.0853562757781372,-1.2630131560212343,1.6157793330900672
8374,0.0031405640564056408,-0.6150567959944574,-0.7549445877301679,-0.61328125,-0.75390625,0.9319141241080285,0.9298614284374875,-1.0304181851613856,-1.260371588836679,1.5587956765943352
8375,0.003140939093909391,-0.6041031852684151,-0.75271740172147,-0.60546875,-0.75390625,0.914574035232031,0.9163650644975041,-1.0029742429435513,-1.2613795960504202,1.5247280259794338
8376,0.0031413141314131413,-0.5931468472710417,-0.7504841983876931,-0.59375,-0.75,0.8965308250356792,0.8967950356321743,-1.0248760382818596,-1.2388418574770863,1.5190327013410065
8377,0.003141689168916892,-0.5821879698993542,-0.748245009540561,-0.58203125,-0.75,0.8778065854754982,0.8785460968853258,-0.9843778951121167,-1.2245482517115636,1.4639654292954154
8378,0.003142064206420642,-0.5712267409704195,-0.7459998670974933,-0.5703125,-0.74609375,0.8584239067157289,0.8576658771187224,-0.9785067359746594,-1.230452169907967,1.4477868717845483
8379,0.0031424392439243923,-0.5602633482181854,-0.7437488030810064,-0.55859375,-0.7421875,0.8384058568022458,0.8362070161453701,-0.9486930672274173,-1.221342743937307,1.4022695632821058
8380,0.003142814281428143,-0.5492979792903396,-0.7414918496181158,-0.55078125,-0.7421875,0.8177759609922906,0.8194141219083882,-0.9399821968507089,-1.2069851008148722,1.372411172645541
8381,0.003143189318931893,-0.5383308217451537,-0.739229038939733,-0.5390625,-0.73828125,0.7965581807567841,0.7968305624843481,-0.9257613673763844,-1.2398567032319938,1.3568068198582437
8382,0.0031435643564356433,-0.5273620630483378,-0.7369604033800629,-0.52734375,-0.73828125,0.7747768924726022,0.7752797217434372,-0.8928995829049955,-1.221756126869227,1.3015698441077255
8383,0.003143939393939394,-0.5163918905699034,-0.7346859753759987,-0.515625,-0.734375,0.7524568658220894,0.7516293313369651,-0.8768409596088039,-1.2310252002519508,1.2715568781612407
8384,0.003144314431443144,-0.5054204915810171,-0.732405787466513,-0.50390625,-0.73046875,0.7296232419173445,0.7275272455594036,-0.8742612144834252,-1.1859183689904804,1.2337645995389903
8385,0.0031446894689468943,-0.4944480532508708,-0.7301198722920486,-0.49609375,-0.73046875,0.706301511167029,0.7079707041845654,-0.8463910780233764,-1.196829879075742,1.1916874024241781
8386,0.0031450645064506452,-0.4834747626435312,-0.7278282625939051,-0.484375,-0.7265625,0.6825174909039692,0.6829885281559301,-0.8444519770594883,-1.176831824312594,1.1632943400794133
8387,0.0031454395439543953,-0.47250080671486583,-0.7255309912136344,-0.47265625,-0.7265625,0.6582973027913454,0.6587379505525995,-0.818464919441789,-1.2255574197996624,1.1314812998415167
8388,0.0031458145814581458,-0.46152637230934124,-0.7232280910924103,-0.4609375,-0.72265625,0.6336673500255406,0.632950068964833,-0.7892789346530434,-1.2099590054187341,1.076680924523321
8389,0.0031461896189618963,-0.4505516461569534,-0.720919595270421,-0.44921875,-0.72265625,0.6086542943549383,0.607771233668894,-0.7728484997588454,-1.1970807137904433,1.0346717341168898
8390,0.0031465646564656463,-0.4395768148700937,-0.718605536886247,-0.44140625,-0.71875,0.5832850329322106,0.5851029565035574,-0.7875226472695723,-1.177241694151279,1.0213859775918355
